chr1	850392	869824	SAMD11|0.085|79.5%	0.085	.	850393	869824	50,205,0
chr1	869458	884494	NOC2L|0.230|38.2%	0.230	.	869459	884494	150,105,0
chr1	885829	890958	KLHL17|0.084|80.2%	0.084	.	885830	890958	25,230,0
chr1	891739	900339	PLEKHN1|0.170|49.2%	0.170	.	891740	900339	125,130,0
chr1	900446	907336	C1orf170|0.061|90.0%	0.061	.	900447	907336	25,230,0
chr1	924207	925333	HES4|0.177|47.7%	0.177	.	924208	925333	125,130,0
chr1	938741	939782	ISG15|0.086|79.0%	0.086	.	938742	939782	50,205,0
chr1	945365	981355	AGRN|0.311|28.3%	0.311	.	945366	981355	175,80,0
chr1	1007060	1041341	C1orf159|0.083|80.7%	0.083	.	1007061	1041341	25,230,0
chr1	1099145	1123178	TTLL10|0.093|75.5%	0.093	.	1099146	1123178	50,205,0
chr1	1128751	1131952	TNFRSF18|0.035|97.3%	0.035	.	1128752	1131952	0,255,0
chr1	1136582	1139411	TNFRSF4|0.073|84.9%	0.073	.	1136583	1139411	25,230,0
chr1	1142176	1157274	SDF4|0.087|78.4%	0.087	.	1142177	1157274	50,205,0
chr1	1157491	1160284	B3GALT6|0.124|63.1%	0.124	.	1157492	1160284	75,180,0
chr1	1179156	1199097	UBE2J2|0.092|76.4%	0.092	.	1179157	1199097	50,205,0
chr1	1204309	1217267	SCNN1D|0.716|7.9%	0.716	.	1204310	1217267	255,0,0
chr1	1233856	1236919	PUSL1|0.145|55.9%	0.145	.	1233857	1236919	100,155,0
chr1	1236827	1249909	CPSF3L|0.133|59.9%	0.133	.	1236828	1249909	100,155,0
chr1	1256588	1260550	TAS1R3|0.136|58.8%	0.136	.	1256589	1260550	100,155,0
chr1	1277934	1286506	MXRA8|0.116|66.1%	0.116	.	1277935	1286506	75,180,0
chr1	1298972	1300443	AURKAIP1|0.053|92.8%	0.053	.	1298973	1300443	0,255,0
chr1	1327163	1332524	MRPL20|0.078|82.9%	0.078	.	1327164	1332524	25,230,0
chr1	1360771	1366008	VWA1|0.131|60.4%	0.131	.	1360772	1366008	75,180,0
chr1	1374931	1394342	ATAD3C|0.150|54.0%	0.150	.	1374932	1394342	100,155,0
chr1	1397005	1421444	ATAD3B|0.079|82.5%	0.079	.	1397006	1421444	25,230,0
chr1	1437393	1459928	ATAD3A|0.272|32.7%	0.272	.	1437394	1459928	150,105,0
chr1	1466916	1500125	SSU72|0.124|63.1%	0.124	.	1466917	1500125	75,180,0
chr1	1540735	1555853	MIB2|0.147|55.0%	0.147	.	1540736	1555853	100,155,0
chr1	1646136	1667291	SLC35E2|0.075|84.3%	0.075	.	1646137	1667291	25,230,0
chr1	1672530	1701368	NADK|0.126|62.2%	0.126	.	1672531	1701368	75,180,0
chr1	1706589	1812355	GNB1|0.851|4.6%	0.851	.	1706590	1812355	255,0,0
chr1	1836125	1838593	CALML6|0.099|73.3%	0.099	.	1836126	1838593	50,205,0
chr1	1838888	1840580	TMEM52|0.075|84.2%	0.075	.	1838889	1840580	25,230,0
chr1	1843259	1849228	C1orf222|0.110|68.6%	0.110	.	1843260	1849228	75,180,0
chr1	1874611	1925136	KIAA1751|0.135|59.0%	0.135	.	1874612	1925136	100,155,0
chr1	1940702	1952050	GABRD|0.122|63.9%	0.122	.	1940703	1952050	75,180,0
chr1	1971768	2106692	PRKCZ|0.172|48.7%	0.172	.	1971769	2106692	125,130,0
chr1	2105776	2122397	C1orf86|0.057|91.3%	0.057	.	2105777	2122397	0,255,0
chr1	2149993	2229316	SKI|0.175|47.9%	0.175	.	2149994	2229316	125,130,0
chr1	2242555	2346079	MORN1|0.061|90.1%	0.061	.	2242556	2346079	0,255,0
chr1	2313073	2326734	RER1|0.388|22.1%	0.388	.	2313074	2326734	175,80,0
chr1	2326102	2333870	PEX10|0.087|78.5%	0.087	.	2326103	2333870	50,205,0
chr1	2397613	2426829	PLCH2|0.151|53.9%	0.151	.	2397614	2426829	100,155,0
chr1	2429834	2447895	PANK4|0.104|70.9%	0.104	.	2429835	2447895	50,205,0
chr1	2450045	2451544	HES5|0.108|69.6%	0.108	.	2450046	2451544	75,180,0
chr1	2479152	2486757	TNFRSF14|0.072|85.4%	0.072	.	2479153	2486757	25,230,0
chr1	2508096	2512762	C1orf93|0.104|71.1%	0.104	.	2508097	2512762	50,205,0
chr1	2511940	2554289	MMEL1|0.072|85.5%	0.072	.	2511941	2554289	25,230,0
chr1	2927905	2929325	ACTRT2|0.041|96.3%	0.041	.	2927906	2929325	0,255,0
chr1	2975603	3345043	PRDM16|0.316|27.9%	0.316	.	2975604	3345043	175,80,0
chr1	3361099	3387537	ARHGEF16|0.132|60.3%	0.132	.	3361100	3387537	75,180,0
chr1	3394372	3517919	MEGF6|0.097|74.0%	0.097	.	3394373	3517919	50,205,0
chr1	3531415	3536549	TPRG1L|0.128|61.7%	0.128	.	3531416	3536549	75,180,0
chr1	3537190	3556504	WDR8|0.244|36.3%	0.244	.	3537191	3556504	150,105,0
chr1	3558988	3639716	TP73|0.448|18.2%	0.448	.	3558989	3639716	200,55,0
chr1	3658821	3678069	CCDC27|0.066|88.0%	0.066	.	3658822	3678069	25,230,0
chr1	3686643	3702928	LRRC47|0.160|51.6%	0.160	.	3686644	3702928	100,155,0
chr1	3721203	3763657	KIAA0562|0.103|71.7%	0.103	.	3721204	3763657	50,205,0
chr1	3763704	3791853	DFFB|0.113|67.4%	0.113	.	3763705	3791853	75,180,0
chr1	3795562	3806709	C1orf174|0.143|56.5%	0.143	.	3795563	3806709	100,155,0
chr1	4614964	4743711	AJAP1|0.126|62.5%	0.126	.	4614965	4743711	75,180,0
chr1	5845456	5975118	NPHP4|0.102|72.0%	0.102	.	5845457	5975118	50,205,0
chr1	5974112	6083840	KCNAB2|0.325|27.1%	0.325	.	5974113	6083840	175,80,0
chr1	6084439	6162770	CHD5|0.244|36.2%	0.244	.	6084440	6162770	150,105,0
chr1	6167667	6182266	RPL22|0.307|28.7%	0.307	.	6167668	6182266	175,80,0
